#SEED: 0.38559694471769035
SAT0,3.0913512273226758,165.83266768170114,448.83801054734647
SAT1,47.880575963580185,155.83297224147196,582.1300329404439
SAT2,85.41532962956981,35.504082227144664,674.6251871819047
SAT3,29.54307227764464,62.87292559459246,594.986638004349
SAT4,86.30644706990412,-145.34544556875363,615.392408080975
SAT5,43.160832184607386,-111.43428529248024,428.1983935507018
SAT6,17.126838149184863,-47.5693357679005,575.807962433956
SAT7,-76.99205011948379,-156.8934425833916,666.8218066281911
SAT8,84.58437680436509,70.71511549624074,464.25590316916475
SAT9,-11.69482312069701,60.48474112599828,377.9082380613093
SAT10,-72.7404500462681,-145.72249394615648,511.7613889110189
SAT11,13.942461475218721,-176.27881926810878,445.44018073664336
SAT12,-34.63543815278329,-32.46313843900427,370.08607415160793
SAT13,19.223793086182226,-0.1350558942720852,352.37678222835166
SAT14,87.02531468711985,116.45757617159711,658.1844298189936
SAT15,80.27585052363798,67.53984468559977,306.51208953618954
SAT16,-29.06599137820877,-178.83946318538023,511.0992041411296
SAT17,-13.921442332890692,-83.9952916710064,341.96518642617144
SAT18,-47.398558138038396,-104.5978925549863,679.2957213493664
SAT19,42.317919351754824,-97.06226757885352,365.90922243019367
ROUTE,65.23908319111479,98.43060911851887,-36.95815231693273,163.37567610649967
